,Customer.Lifetime.Value,Coverage,Education,EmploymentStatus,Gender,Income,Location.Code,Marital.Status,Monthly.Premium.Auto,Months.Since.Last.Claim,Months.Since.Policy.Inception,Number.of.Open.Complaints,Number.of.Policies,Policy.Type,Policy,Renew.Offer.Type,Sales.Channel,Total.Claim.Amount,Vehicle.Class,Vehicle.Size
5497,2855.925747,Basic,Bachelor,Employed,F,50738,Suburban,Divorced,71,11,48,0,1,Personal Auto,Personal L1,Offer3,Agent,344.470631,Four-Door Car,1
5499,13778.36933,Premium,Bachelor,Unemployed,M,0,Suburban,Single,0,20,4,0,2,Personal Auto,Personal L1,Offer1,Agent,1004.755092,Two-Door Car,3
5500,2396.219292,Basic,Bachelor,Unemployed,F,0,Suburban,Married,66,6,71,2,1,Corporate Auto,Corporate L1,Offer2,Call Center,433.160284,Four-Door Car,1
5501,8797.829644,Basic,College,Employed,M,24012,Rural,Married,116,13,57,4,3,Personal Auto,Personal L2,Offer2,Agent,46.098963,Sports Car,2
5502,8622.835375,Basic,Bachelor,Employed,M,97361,Suburban,Single,73,6,85,0,2,Personal Auto,Personal L2,Offer1,Agent,350.4,Four-Door Car,2
5503,5906.940238,Basic,Bachelor,Employed,F,43440,Rural,Married,74,13,52,0,7,Personal Auto,Personal L3,Offer1,Branch,128.21198,Four-Door Car,2
5505,11009.13049,Premium,Bachelor,Employed,F,51643,Suburban,Single,283,16,43,0,1,Special Auto,Special L3,Offer2,Agent,1358.4,Luxury Car,2
5507,5154.764074,Extended,High School or Below,Employed,M,82730,Urban,Married,127,13,31,0,1,Corporate Auto,Corporate L3,Offer2,Branch,442.521087,SUV,1
5508,5923.208,Basic,Bachelor,Employed,F,36685,Suburban,Married,74,15,25,0,5,Corporate Auto,Corporate L1,Offer1,Branch,355.2,Four-Door Car,2
5509,8024.89992,Basic,High School or Below,Unemployed,F,0,Suburban,Single,119,6,48,1,8,Personal Auto,Personal L1,Offer3,Branch,856.8,SUV,2
5511,4253.283113,Basic,Bachelor,Unemployed,M,0,Suburban,Single,0,13,8,0,5,Personal Auto,Personal L2,Offer1,Branch,446.4,Two-Door Car,2
5512,2691.380574,Basic,Bachelor,Disabled,M,22415,Rural,Single,0,0,8,1,1,Personal Auto,Personal L2,Offer3,Call Center,51.822348,Four-Door Car,2
5513,2326.864833,Basic,Doctor,Unemployed,M,0,Suburban,Married,62,26,98,0,1,Corporate Auto,Personal L3,Offer3,Agent,624.711448,Four-Door Car,3
5514,7019.177186,Basic,College,Retired,M,26806,Suburban,Married,63,32,19,0,2,Personal Auto,Personal L3,Offer1,Agent,302.4,Four-Door Car,2
5515,2590.096027,Basic,High School or Below,Employed,M,22398,Suburban,Married,67,23,76,2,1,Personal Auto,Personal L1,Offer1,Agent,321.6,Four-Door Car,1
5517,13333.38849,Premium,Bachelor,Employed,F,75634,Urban,Married,110,13,52,0,2,Personal Auto,Personal L3,Offer1,Agent,432.805382,Two-Door Car,2
5518,7172.070153,Basic,High School or Below,Employed,F,73836,Urban,Married,182,8,35,3,1,Personal Auto,Personal L3,Offer1,Branch,553.385695,Luxury Car,2
5519,7288.297591,Extended,College,Employed,F,59414,Urban,Married,0,23,21,0,3,Personal Auto,Personal L3,Offer1,Call Center,340.32278,Two-Door Car,2
5520,11365.26766,Extended,College,Employed,M,84910,Urban,Married,95,4,69,0,2,Corporate Auto,Corporate L3,Offer2,Web,383.167471,Two-Door Car,3
5521,9705.30895,Basic,College,Employed,M,79157,Rural,Married,61,25,45,0,2,Corporate Auto,Corporate L1,Offer2,Agent,117.781906,Two-Door Car,3
5522,66025.75407,Basic,Bachelor,Employed,M,33481,Suburban,Single,188,28,46,0,2,Personal Auto,Personal L3,Offer1,Agent,1194.892002,Luxury SUV,2
5523,17684.65456,Basic,High School or Below,Employed,F,82667,Suburban,Single,64,5,65,1,2,Special Auto,Special L1,Offer1,Branch,307.2,Two-Door Car,2
5525,4652.886703,Basic,Bachelor,Unemployed,F,0,Suburban,Married,64,5,18,1,6,Corporate Auto,Corporate L2,Offer1,Call Center,307.2,Four-Door Car,2
5527,7035.534088,Premium,High School or Below,Unemployed,M,0,Suburban,Divorced,101,16,88,0,8,Corporate Auto,Corporate L3,Offer3,Web,727.2,Four-Door Car,2
5530,3301.518961,Extended,High School or Below,Unemployed,F,0,Suburban,Married,89,10,83,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,427.2,Two-Door Car,1
5531,13220.80421,Basic,College,Disabled,M,29504,Suburban,Married,117,24,90,0,2,Personal Auto,Personal L2,Offer1,Branch,809.039071,SUV,2
5532,5039.389325,Basic,Bachelor,Unemployed,M,0,Suburban,Married,67,17,55,0,3,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,3
5534,4633.101259,Basic,Bachelor,Unemployed,M,0,Suburban,Single,70,0,86,0,3,Personal Auto,Personal L2,Offer1,Agent,336,Two-Door Car,2
5535,5528.212807,Basic,Bachelor,Employed,M,36088,Suburban,Single,72,16,31,0,9,Corporate Auto,Corporate L3,Offer1,Agent,345.6,Four-Door Car,2
5536,2582.408525,Basic,Bachelor,Employed,F,76731,Urban,Married,64,2,82,0,1,Corporate Auto,Corporate L2,Offer1,Branch,287.654819,Four-Door Car,2
5537,3649.658983,Basic,High School or Below,Unemployed,M,0,Suburban,Single,100,16,20,0,1,Personal Auto,Personal L3,Offer1,Branch,480,SUV,2
5538,2485.109896,Basic,Bachelor,Employed,M,76608,Rural,Married,62,2,2,0,1,Personal Auto,Personal L3,Offer1,Call Center,91.229768,Four-Door Car,3
5539,8495.164213,Premium,High School or Below,Employed,F,23791,Suburban,Divorced,110,11,71,3,7,Personal Auto,Personal L3,Offer1,Agent,615.27228,Two-Door Car,2
5540,7294.492993,Basic,College,Unemployed,F,0,Suburban,Single,113,12,66,2,7,Personal Auto,Personal L3,Offer1,Call Center,733.737214,Sports Car,2
5541,32317.03275,Basic,Bachelor,Employed,F,55475,Urban,Divorced,116,18,75,0,2,Personal Auto,Personal L3,Offer1,Agent,412.471,SUV,2
5542,2518.112127,Basic,College,Employed,F,60546,Urban,Single,63,10,34,0,1,Personal Auto,Personal L3,Offer2,Branch,274.956819,Four-Door Car,3
5545,2396.672304,Basic,Bachelor,Unemployed,F,0,Suburban,Married,66,20,67,0,1,Corporate Auto,Personal L1,Offer1,Call Center,733.522405,Four-Door Car,2
5546,11875.89915,Basic,Master,Employed,F,27739,Suburban,Married,73,33,12,0,2,Personal Auto,Personal L1,Offer2,Branch,373.047039,Four-Door Car,3
5549,21423.63723,Basic,Bachelor,Unemployed,M,0,Suburban,Married,65,9,31,0,2,Personal Auto,Personal L3,Offer2,Agent,312,Two-Door Car,2
5550,10934.73726,Extended,Bachelor,Employed,M,47170,Suburban,Married,139,4,57,0,3,Corporate Auto,Corporate L3,Offer3,Agent,667.2,Sports Car,2
5551,2827.328603,Basic,Bachelor,Employed,F,73339,Rural,Married,71,10,17,0,1,Corporate Auto,Personal L3,Offer4,Branch,156.124914,Four-Door Car,2
5552,21343.46599,Basic,High School or Below,Unemployed,F,0,Suburban,Married,74,11,85,1,2,Personal Auto,Personal L2,Offer1,Agent,355.2,Four-Door Car,2
5555,2521.684392,Basic,Bachelor,Employed,F,41247,Suburban,Divorced,64,17,6,0,1,Personal Auto,Personal L3,Offer4,Web,307.2,Two-Door Car,1
5558,2781.446975,Basic,Bachelor,Employed,M,56218,Urban,Married,0,17,74,2,1,Personal Auto,Personal L1,Offer4,Web,302.942519,Four-Door Car,2
5559,4012.319346,Extended,High School or Below,Employed,F,47221,Suburban,Married,99,8,79,0,1,Corporate Auto,Personal L2,Offer1,Agent,475.2,Two-Door Car,1
5561,2891.272351,Basic,Bachelor,Employed,F,80590,Rural,Married,71,4,19,0,1,Corporate Auto,Corporate L3,Offer4,Branch,134.158389,Four-Door Car,3
5566,2449.789611,Basic,College,Employed,M,79898,Rural,Married,62,18,72,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,18.077998,Four-Door Car,1
5569,8382.630118,Basic,High School or Below,Retired,M,19683,Suburban,Married,117,17,41,1,9,Personal Auto,Personal L3,Offer1,Web,561.6,Sports Car,2
5572,15114.40241,Basic,High School or Below,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Personal Auto,Personal L2,Offer2,Call Center,480,SUV,2
5574,7853.961409,Extended,Bachelor,Employed,F,42582,Suburban,Divorced,99,1,57,0,5,Corporate Auto,Corporate L3,Offer4,Call Center,629.344642,Four-Door Car,3
5575,5169.49937,Basic,High School or Below,Medical Leave,M,12430,Suburban,Single,73,22,13,0,4,Personal Auto,Personal L3,Offer2,Call Center,350.4,Four-Door Car,2
5576,4858.067125,Basic,High School or Below,Unemployed,M,0,Suburban,Single,0,0,79,0,3,Personal Auto,Personal L1,Offer2,Branch,482.4,Four-Door Car,2
5578,5246.278375,Basic,Bachelor,Employed,F,28909,Suburban,Married,66,15,66,0,8,Corporate Auto,Corporate L2,Offer1,Agent,456.702735,Two-Door Car,2
5579,20096.89337,Basic,High School or Below,Employed,F,92766,Suburban,Married,71,17,15,0,2,Personal Auto,Personal L2,Offer2,Agent,379.029102,Two-Door Car,1
5580,7984.086473,Basic,High School or Below,Unemployed,F,0,Suburban,Single,72,1,77,0,2,Personal Auto,Personal L3,Offer2,Call Center,866.208321,Two-Door Car,1
5581,2911.923334,Basic,Bachelor,Employed,F,20327,Suburban,Married,74,26,44,0,1,Personal Auto,Personal L1,Offer3,Web,824.254866,Four-Door Car,2
5582,3061.052283,Extended,Bachelor,Employed,F,73782,Urban,Married,76,17,97,0,1,Corporate Auto,Personal L2,Offer1,Agent,200.490816,Four-Door Car,2
5583,11250.09857,Basic,High School or Below,Employed,F,58518,Suburban,Married,99,16,16,1,2,Personal Auto,Personal L3,Offer1,Agent,494.4,Four-Door Car,3
5584,8860.654206,Basic,High School or Below,Employed,F,48736,Urban,Married,111,14,62,0,3,Personal Auto,Personal L1,Offer2,Call Center,285.84958,SUV,2
5585,8375.353929,Basic,Master,Medical Leave,F,17780,Rural,Married,109,12,18,0,9,Personal Auto,Personal L3,Offer1,Branch,132.588288,SUV,2
5586,10110.96161,Extended,College,Employed,F,96506,Urban,Married,124,4,22,0,3,Corporate Auto,Corporate L3,Offer3,Agent,504.513989,SUV,2
5587,2867.312197,Extended,Bachelor,Retired,F,23376,Suburban,Divorced,78,19,18,0,1,Personal Auto,Personal L1,Offer2,Call Center,374.4,Four-Door Car,2
5588,9103.8997,Premium,College,Employed,M,65733,Suburban,Married,113,13,6,0,3,Personal Auto,Personal L2,Offer2,Agent,684.948527,Four-Door Car,2
5590,11875.89915,Basic,High School or Below,Unemployed,M,0,Suburban,Married,108,23,55,0,2,Personal Auto,Personal L2,Offer2,Branch,518.4,SUV,2
5594,5504.139033,Basic,Bachelor,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Personal Auto,Personal L2,Offer1,Call Center,350.4,Four-Door Car,2
5596,3475.07136,Extended,High School or Below,Unemployed,M,0,Suburban,Married,96,6,60,0,1,Personal Auto,Personal L1,Offer4,Web,460.8,Two-Door Car,1
5597,5365.93282,Basic,College,Employed,F,62808,Urban,Married,66,33,37,0,4,Special Auto,Special L2,Offer3,Branch,211.515893,Two-Door Car,2
5598,2606.186321,Basic,College,Medical Leave,M,12459,Suburban,Divorced,72,31,25,0,1,Corporate Auto,Corporate L2,Offer3,Call Center,355.2,Four-Door Car,2
5599,3945.588049,Basic,Bachelor,Unemployed,F,0,Suburban,Single,105,2,54,0,1,Personal Auto,Personal L2,Offer3,Web,933.212749,SUV,3
5600,6412.368115,Extended,Bachelor,Employed,M,58776,Suburban,Divorced,83,20,50,2,4,Corporate Auto,Personal L3,Offer3,Branch,478.750667,Four-Door Car,2
5601,8007.399376,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,2
5602,5205.256308,Basic,Bachelor,Employed,F,53614,Suburban,Married,65,25,70,0,5,Corporate Auto,Personal L1,Offer1,Agent,725.849253,Four-Door Car,3
5603,6560.815344,Extended,High School or Below,Unemployed,F,0,Rural,Single,93,2,88,0,3,Personal Auto,Personal L2,Offer1,Branch,41.617367,Four-Door Car,1
5605,5200.076742,Basic,Bachelor,Employed,F,39854,Urban,Divorced,66,2,1,0,7,Personal Auto,Personal L2,Offer2,Web,297.051768,Two-Door Car,1
5607,6111.053244,Extended,Master,Medical Leave,M,22944,Suburban,Married,80,26,83,0,5,Corporate Auto,Corporate L1,Offer3,Branch,488.272759,Four-Door Car,2
5608,2248.449633,Basic,Bachelor,Retired,F,24910,Suburban,Single,63,7,63,0,1,Corporate Auto,Corporate L1,Offer1,Branch,347.857619,Four-Door Car,2
5610,25674.14895,Basic,Bachelor,Employed,F,66550,Suburban,Married,0,5,0,1,2,Corporate Auto,Corporate L3,Offer1,Agent,513.6,SUV,2
5611,3728.874098,Basic,College,Unemployed,M,0,Suburban,Single,69,21,54,5,3,Personal Auto,Personal L2,Offer4,Call Center,496.8,Two-Door Car,2
5613,2374.80917,Basic,College,Unemployed,F,0,Suburban,Married,64,2,52,0,1,Corporate Auto,Corporate L3,Offer3,Agent,380.822087,Four-Door Car,2
5614,13021.0853,Extended,High School or Below,Unemployed,F,0,Suburban,Single,223,26,40,5,7,Personal Auto,Personal L2,Offer1,Call Center,1605.6,Luxury Car,2
5616,5395.434909,Extended,Bachelor,Employed,M,44047,Suburban,Married,137,12,38,0,1,Personal Auto,Corporate L3,Offer2,Branch,969.232217,Sports Car,2
5622,4035.009284,Basic,College,Employed,F,55407,Urban,Married,101,30,68,1,1,Personal Auto,Personal L3,Offer3,Agent,275.341953,SUV,2
5624,8009.028202,Basic,Bachelor,Unemployed,F,0,Suburban,Married,107,5,8,0,3,Personal Auto,Personal L3,Offer2,Web,740.963933,SUV,3
5625,16464.36587,Basic,Bachelor,Employed,F,27760,Urban,Married,104,13,71,0,2,Personal Auto,Personal L2,Offer1,Web,302.764283,SUV,3
5626,15769.10776,Extended,College,Employed,M,29977,Rural,Married,133,16,19,0,2,Personal Auto,Personal L3,Offer1,Agent,255.659711,SUV,3
5628,7444.814633,Extended,Master,Employed,M,54878,Suburban,Married,93,33,25,0,3,Personal Auto,Personal L3,Offer2,Branch,446.4,Two-Door Car,2
5630,5408.911507,Basic,Doctor,Employed,M,80192,Rural,Married,67,22,24,0,7,Personal Auto,Personal L3,Offer2,Agent,95.193157,Four-Door Car,2
5631,7600.034998,Basic,High School or Below,Unemployed,F,0,Suburban,Single,70,3,94,0,2,Personal Auto,Personal L2,Offer1,Agent,504,Four-Door Car,2
5632,2863.312165,Basic,Master,Employed,F,36706,Suburban,Married,71,4,45,0,1,Personal Auto,Personal L2,Offer4,Agent,435.606086,Four-Door Car,3
5633,4082.704584,Basic,Bachelor,Medical Leave,F,23206,Suburban,Married,107,31,60,0,1,Personal Auto,Personal L3,Offer1,Call Center,513.6,Sports Car,1
5635,8610.667489,Basic,High School or Below,Unemployed,F,0,Suburban,Married,111,27,36,0,9,Corporate Auto,Corporate L1,Offer3,Web,532.8,SUV,2
5637,2397.036098,Basic,High School or Below,Retired,F,22283,Suburban,Divorced,0,16,93,0,1,Corporate Auto,Corporate L3,Offer1,Branch,572.072106,Four-Door Car,2
5638,11014.1636,Extended,College,Employed,F,67575,Urban,Married,91,27,85,0,2,Personal Auto,Personal L3,Offer1,Agent,401.60781,Four-Door Car,2
5639,4314.174392,Basic,High School or Below,Employed,M,33488,Urban,Married,110,7,61,0,1,Personal Auto,Personal L1,Offer2,Branch,316.876671,SUV,2
5640,4471.778239,Extended,College,Unemployed,M,0,Suburban,Single,135,8,14,0,1,Corporate Auto,Personal L3,Offer1,Agent,972,SUV,2
5641,36632.53432,Extended,Bachelor,Employed,M,70908,Urban,Divorced,132,0,71,1,2,Personal Auto,Personal L2,Offer1,Call Center,521.444011,SUV,2
5642,16414.04415,Basic,College,Unemployed,M,0,Suburban,Married,112,11,9,0,2,Special Auto,Special L1,Offer1,Web,682.422936,SUV,2
5644,15016.18511,Basic,Bachelor,Employed,F,70619,Rural,Married,187,2,84,0,3,Personal Auto,Personal L3,Offer3,Branch,293.948632,Luxury Car,2
5648,8783.165364,Extended,High School or Below,Unemployed,M,0,Suburban,Married,82,35,53,1,2,Corporate Auto,Personal L2,Offer2,Call Center,486.278557,Four-Door Car,2
5649,16473.16905,Basic,Bachelor,Retired,M,22828,Suburban,Married,106,11,54,0,2,Corporate Auto,Corporate L3,Offer1,Agent,508.8,SUV,2
5650,6672.05628,Premium,College,Employed,F,50537,Rural,Married,165,10,35,0,1,Personal Auto,Personal L3,Offer1,Branch,60.005031,SUV,2
5652,60556.19213,Extended,College,Unemployed,F,0,Suburban,Married,204,35,45,0,2,Personal Auto,Personal L3,Offer1,Web,979.2,Luxury SUV,1
5653,8688.754812,Basic,College,Employed,F,59098,Suburban,Divorced,110,31,73,0,3,Personal Auto,Personal L3,Offer2,Agent,665.931223,SUV,2
5654,8834.322784,Basic,Bachelor,Employed,M,96390,Suburban,Divorced,74,35,51,0,2,Personal Auto,Personal L2,Offer3,Call Center,355.2,Four-Door Car,1
5655,8355.958185,Basic,High School or Below,Employed,M,57074,Rural,Divorced,69,25,75,2,2,Corporate Auto,Corporate L3,Offer1,Branch,99.509191,Four-Door Car,2
5656,7484.383041,Basic,High School or Below,Employed,F,51692,Suburban,Married,186,12,28,0,1,Special Auto,Special L3,Offer1,Agent,892.8,Luxury Car,2
5657,2570.761765,Basic,Master,Unemployed,M,0,Suburban,Married,72,0,93,3,1,Personal Auto,Personal L3,Offer4,Call Center,345.6,Two-Door Car,3
5658,4920.492369,Basic,Bachelor,Employed,M,21366,Suburban,Married,63,20,47,0,3,Personal Auto,Personal L2,Offer4,Branch,302.4,Two-Door Car,3
5660,4914.731004,Basic,Bachelor,Medical Leave,M,12902,Suburban,Divorced,0,23,25,0,4,Personal Auto,Personal L2,Offer1,Web,350.4,Four-Door Car,2
5661,18677.85248,Extended,College,Unemployed,M,0,Suburban,Married,86,17,14,0,2,Personal Auto,Personal L2,Offer1,Agent,538.649619,Four-Door Car,2
5662,4794.96419,Basic,Bachelor,Employed,F,82763,Urban,Single,61,28,78,0,3,Personal Auto,Personal L3,Offer4,Agent,245.163042,Four-Door Car,2
5663,6986.603722,Extended,Bachelor,Unemployed,F,0,Rural,Married,93,21,8,0,3,Personal Auto,Personal L1,Offer1,Call Center,149.269407,Four-Door Car,2
5664,17497.52201,Basic,College,Unemployed,M,0,Suburban,Single,73,19,22,0,2,Personal Auto,Personal L2,Offer2,Web,345.6,Two-Door Car,2
5667,5907.151868,Extended,College,Unemployed,F,0,Suburban,Married,81,8,47,0,8,Personal Auto,Personal L3,Offer4,Branch,390.161912,Four-Door Car,2
5668,17530.03658,Extended,Doctor,Unemployed,M,0,Suburban,Divorced,97,27,96,0,2,Corporate Auto,Corporate L2,Offer4,Web,469.229028,Four-Door Car,2
5670,2392.13114,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,65,11,62,0,1,Corporate Auto,Corporate L3,Offer1,Branch,361.181122,Four-Door Car,1
5671,6624.61183,Basic,Bachelor,Unemployed,M,0,Suburban,Married,62,27,53,0,2,Corporate Auto,Corporate L3,Offer1,Branch,297.6,Two-Door Car,2
5673,6273.911874,Extended,College,Retired,F,10738,Suburban,Married,83,15,60,0,9,Corporate Auto,Personal L3,Offer1,Branch,486.278557,Four-Door Car,3
5674,6188.379423,Extended,High School or Below,Employed,M,40352,Suburban,Married,77,31,33,0,3,Corporate Auto,Corporate L2,Offer1,Web,406.367233,Four-Door Car,3
5675,12157.32992,Premium,High School or Below,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal Auto,Personal L3,Offer1,Agent,494.4,Four-Door Car,2
5676,7060.212867,Extended,High School or Below,Employed,M,85412,Rural,Divorced,88,33,92,0,3,Personal Auto,Personal L1,Offer1,Call Center,134.684555,Four-Door Car,2
5677,8672.194272,Basic,College,Employed,F,22547,Suburban,Divorced,112,7,60,0,3,Corporate Auto,Corporate L3,Offer1,Agent,537.6,SUV,2
5678,3469.836978,Extended,High School or Below,Employed,F,32714,Suburban,Married,87,35,48,0,1,Personal Auto,Personal L1,Offer4,Agent,513.041633,Four-Door Car,2
5680,4876.315707,Basic,High School or Below,Employed,F,22236,Suburban,Single,62,3,45,0,4,Personal Auto,Personal L2,Offer1,Agent,409.425049,Two-Door Car,2
5682,6423.739052,Basic,College,Unemployed,M,0,Suburban,Single,188,5,67,0,1,Corporate Auto,Corporate L2,Offer3,Agent,1621.560425,Luxury SUV,2
5684,5633.531703,Basic,College,Employed,M,90289,Rural,Divorced,71,9,10,1,3,Personal Auto,Personal L1,Offer1,Agent,22.193348,Four-Door Car,2
5687,3939.00637,Extended,Bachelor,Employed,F,60021,Suburban,Married,99,12,28,0,1,Special Auto,Special L2,Offer2,Agent,882.871945,Four-Door Car,3
5688,2359.423599,Basic,Bachelor,Disabled,F,19864,Suburban,Divorced,0,22,93,0,1,Personal Auto,Personal L2,Offer3,Branch,307.2,Four-Door Car,2
5689,4152.652599,Extended,Bachelor,Unemployed,M,0,Suburban,Single,123,33,13,0,1,Personal Auto,Personal L2,Offer1,Agent,885.6,SUV,2
5691,4755.47946,Basic,High School or Below,Unemployed,F,0,Suburban,Single,66,27,89,0,3,Personal Auto,Personal L2,Offer2,Branch,712.309237,Four-Door Car,2
5692,10899.30177,Extended,High School or Below,Employed,F,58518,Rural,Married,136,17,9,0,3,Personal Auto,Personal L3,Offer1,Agent,323.637414,SUV,2
5693,8467.267232,Basic,College,Medical Leave,F,16370,Urban,Married,74,4,54,0,2,Personal Auto,Personal L2,Offer3,Branch,296.049396,Two-Door Car,1
5694,2456.816647,Basic,Master,Employed,F,50979,Urban,Married,61,25,45,1,1,Personal Auto,Personal L2,Offer1,Branch,262.842655,Two-Door Car,2
5695,6190.316839,Extended,High School or Below,Medical Leave,M,25743,Suburban,Married,79,13,63,0,8,Personal Auto,Personal L3,Offer4,Branch,596.2476,Two-Door Car,1
5696,3554.845264,Extended,Master,Employed,F,58557,Rural,Married,88,4,83,0,1,Corporate Auto,Personal L2,Offer1,Branch,55.510526,Four-Door Car,1
5697,7855.324623,Basic,Bachelor,Employed,M,37229,Suburban,Married,67,9,36,0,2,Personal Auto,Personal L2,Offer4,Branch,321.6,Four-Door Car,2
5698,10676.58892,Extended,High School or Below,Employed,F,55510,Suburban,Divorced,89,1,2,0,2,Personal Auto,Personal L2,Offer1,Web,427.2,Two-Door Car,2
5699,4748.794301,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,65,22,52,0,4,Personal Auto,Corporate L3,Offer4,Call Center,312,Four-Door Car,2
5700,2578.270957,Basic,High School or Below,Medical Leave,M,21861,Suburban,Married,0,29,48,0,1,Personal Auto,Personal L3,Offer4,Branch,312,Two-Door Car,2
5704,3230.576665,Extended,College,Employed,M,62873,Urban,Divorced,81,0,41,0,1,Special Auto,Special L1,Offer2,Call Center,207.75186,Four-Door Car,2
5705,4549.079221,Basic,High School or Below,Unemployed,F,0,Suburban,Married,62,12,53,0,3,Personal Auto,Personal L3,Offer2,Call Center,639.758314,Two-Door Car,2
5706,2894.243869,Extended,Bachelor,Unemployed,F,0,Suburban,Single,85,3,53,0,1,Personal Auto,Personal L3,Offer3,Agent,408,Four-Door Car,2
5707,14566.09246,Extended,High School or Below,Employed,M,52564,Rural,Married,122,33,28,0,2,Personal Auto,Personal L3,Offer2,Branch,42.131925,SUV,2
